Marker,x,y,z,t (s),Frame
10.0,759.9995227488407,440.9997226409626,1.7314374090114066,0.0,1.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.0,1.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.0,1.0
40.0,-0.44959799223982444,-1.2477097950190934,2.182646305921994,0.0,1.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.03333333333333333,2.0
10.0,759.9995227569275,440.99972264566304,1.731437409007166,0.03333333333333333,2.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.03333333333333333,2.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.03333333333333333,2.0
40.0,-0.44959799223982444,-1.2477097950190934,2.182646305921994,0.03333333333333333,2.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.06666666666666667,3.0
10.0,759.9995227719027,440.9997226543669,1.7314374089993136,0.06666666666666667,3.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.06666666666666667,3.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.06666666666666667,3.0
40.0,-0.44959799223982444,-1.2477097950190934,2.182646305921994,0.06666666666666667,3.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.1,4.0
10.0,759.999522797659,440.9997226693358,1.7314374089858091,0.1,4.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.1,4.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.1,4.0
40.0,-0.44959799223982444,-1.2477097950190934,2.182646305921994,0.1,4.0
0.0,-0.41040207438614645,-0.8294787748680587,1.734116048567414,0.13333333333333333,5.0
10.0,760.0886995281878,440.84626310341343,1.7335904014333394,0.13333333333333333,5.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.13333333333333333,5.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.13333333333333333,5.0
40.0,-0.44959799223982444,-1.2477097950190934,2.182646305921994,0.13333333333333333,5.0
0.0,-0.41040207438614645,-0.8294787748680587,1.734116048567414,0.16666666666666666,6.0
10.0,760.1148883504602,440.80117425243645,1.7342229122065476,0.16666666666666666,6.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.16666666666666666,6.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.16666666666666666,6.0
40.0,-0.44959799223982444,-1.2477097950190934,2.182646305921994,0.16666666666666666,6.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.2,7.0
10.0,760.0267970492486,440.952743394762,1.7320963670604599,0.2,7.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.2,7.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.2,7.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.2,7.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.23333333333333334,8.0
10.0,759.99664001675,441.00462650029954,1.7313684207915307,0.23333333333333334,8.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.23333333333333334,8.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.23333333333333334,8.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.23333333333333334,8.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.26666666666666666,9.0
10.0,759.9927556122136,441.0113030251332,1.7312747247912905,0.26666666666666666,9.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.26666666666666666,9.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.26666666666666666,9.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.26666666666666666,9.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.3,10.0
10.0,759.995616207729,441.00637371951774,1.7313438594343216,0.3,10.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.3,10.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.3,10.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.3,10.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.3333333333333333,11.0
10.0,759.9981709050219,441.0019709232268,1.7314056076550879,0.3333333333333333,11.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.3333333333333333,11.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.3333333333333333,11.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.3333333333333333,11.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.36666666666666664,12.0
10.0,759.9993208785934,440.99998538797826,1.7314334422359268,0.36666666666666664,12.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.36666666666666664,12.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.36666666666666664,12.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.36666666666666664,12.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.4,13.0
10.0,759.9996112592039,440.9994791514068,1.7314405229251686,0.4,13.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.4,13.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.4,13.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.4,13.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.43333333333333335,14.0
10.0,759.999593291307,440.99950373392215,1.7314401570363365,0.43333333333333335,14.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.43333333333333335,14.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.43333333333333335,14.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.43333333333333335,14.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.4666666666666667,15.0
10.0,759.9995283434654,440.9996094409243,1.7314386539200597,0.4666666666666667,15.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.4666666666666667,15.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.4666666666666667,15.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.4666666666666667,15.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.5,16.0
10.0,759.9994880134813,440.9996731142078,1.7314377416176727,0.5,16.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.5,16.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.5,16.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.5,16.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.5333333333333333,17.0
10.0,759.9994721941093,440.99969497899264,1.731437417104182,0.5333333333333333,17.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.5333333333333333,17.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.5333333333333333,17.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.5333333333333333,17.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.5666666666666667,18.0
10.0,759.9994680275707,440.9996972021673,1.7314373695192693,0.5666666666666667,18.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.5666666666666667,18.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.5666666666666667,18.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.5666666666666667,18.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.6,19.0
10.0,759.9994671744948,440.99969417787617,1.7314373970610284,0.6,19.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.6,19.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.6,19.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.6,19.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.6333333333333333,20.0
10.0,759.9994665160476,440.9996913191977,1.7314374239381487,0.6333333333333333,20.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.6333333333333333,20.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.6333333333333333,20.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.6333333333333333,20.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.6666666666666666,21.0
10.0,759.9994655240769,440.99968958305163,1.731437436884577,0.6666666666666666,21.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.6666666666666666,21.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.6666666666666666,21.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.6666666666666666,21.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,0.7,22.0
10.0,759.999464423787,440.9996886313825,1.731437440807136,0.7,22.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.7,22.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.7,22.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.7,22.0
0.0,-0.41040207438614645,-0.8294787748680587,1.734116048567414,0.7333333333333333,23.0
10.0,760.088329356187,440.8460206445101,1.7335908883731246,0.7333333333333333,23.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.7333333333333333,23.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.7333333333333333,23.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.7333333333333333,23.0
0.0,-0.41040207438614645,-0.8294787748680587,1.734116048567414,0.7666666666666666,24.0
10.0,760.1141310472354,440.80072767982386,1.734223378475303,0.7666666666666666,24.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.7666666666666666,24.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.7666666666666666,24.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.7666666666666666,24.0
0.0,-0.41040207438614645,-0.8294787748680587,1.734116048567414,0.8,25.0
10.0,760.114782427896,440.79856471664016,1.734250270750418,0.8,25.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.8,25.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.8,25.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.8,25.0
0.0,-0.41040207438614645,-0.8294787748680587,1.734116048567414,0.8333333333333334,26.0
10.0,760.1102995576259,440.8050816043293,1.7341548722175204,0.8333333333333334,26.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.8333333333333334,26.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.8333333333333334,26.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.8333333333333334,26.0
0.0,-0.41040207438614645,-0.8294787748680587,1.734116048567414,0.8666666666666667,27.0
10.0,760.106931890472,440.80951629997577,1.734088145696251,0.8666666666666667,27.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.8666666666666667,27.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.8666666666666667,27.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.8666666666666667,27.0
0.0,-0.41040207438614645,-0.8294787748680587,1.734116048567414,0.9,28.0
10.0,760.1051674200186,440.81102069874373,1.7340619621999633,0.9,28.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.9,28.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.9,28.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.9,28.0
0.0,-0.41040207438614645,-0.8294787748680587,1.734116048567414,0.9333333333333333,29.0
10.0,760.1042049209126,440.8109654513827,1.734057064939007,0.9333333333333333,29.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.9333333333333333,29.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.9333333333333333,29.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,0.9333333333333333,29.0
0.0,-0.41040207438614645,-0.8294787748680587,1.734116048567414,0.9666666666666667,30.0
10.0,760.1034340135982,440.8103933521961,1.734058798709193,0.9666666666666667,30.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,0.9666666666666667,30.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,0.9666666666666667,30.0
40.0,-0.44959799223982444,-1.2477097950190934,2.182646305921994,0.9666666666666667,30.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.0,31.0
10.0,760.0141425886104,440.9636426098445,1.7319074057138768,1.0,31.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.0,31.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.0,31.0
40.0,-0.44878647504141445,-1.2452883858346426,2.178664634268057,1.0,31.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.0333333333333332,32.0
10.0,759.9878255993495,441.0085471213409,1.7312761392869356,1.0333333333333332,32.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.0333333333333332,32.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.0333333333333332,32.0
40.0,-0.44959799223982444,-1.2477097950190934,2.182646305921994,1.0333333333333332,32.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.0666666666666667,33.0
10.0,759.9865753986229,441.0103346989348,1.7312498543235417,1.0666666666666667,33.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.0666666666666667,33.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.0666666666666667,33.0
40.0,-0.44959799223982444,-1.2477097950190934,2.182646305921994,1.0666666666666667,33.0
0.0,-0.41167561005713366,-0.8323210934410203,1.7400561546751614,1.1,34.0
10.0,760.1320992989228,440.761151125672,1.7384573284225127,1.1,34.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.1,34.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.1,34.0
40.0,-0.45037516366808233,-1.2496990696152177,2.1863967728845815,1.1,34.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.1333333333333333,35.0
10.0,760.0351326790501,440.92771714336175,1.7335007127197972,1.1333333333333333,35.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.1333333333333333,35.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.1333333333333333,35.0
40.0,-0.44959799223982444,-1.2477097950190934,2.182646305921994,1.1333333333333333,35.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.1666666666666667,36.0
10.0,759.9964486875091,440.99401466475194,1.7315269349744538,1.1666666666666667,36.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.1666666666666667,36.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.1666666666666667,36.0
40.0,-0.44959799223982444,-1.2477097950190934,2.182646305921994,1.1666666666666667,36.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.2,37.0
10.0,759.9885475619606,441.007362007359,1.7311282348899355,1.2,37.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.2,37.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.2,37.0
40.0,-0.45037516366808233,-1.2496990696152177,2.1863967728845815,1.2,37.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.2333333333333334,38.0
10.0,759.9902688739973,441.00416965799343,1.7312215612300443,1.2333333333333334,38.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.2333333333333334,38.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.2333333333333334,38.0
40.0,-0.45037516366808233,-1.2496990696152177,2.1863967728845815,1.2333333333333334,38.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.2666666666666666,39.0
10.0,759.9927551434672,440.99967895915034,1.731353598472357,1.2666666666666666,39.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.2666666666666666,39.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.2666666666666666,39.0
40.0,-0.45037516366808233,-1.2496990696152177,2.1863967728845815,1.2666666666666666,39.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.3,40.0
10.0,759.9940236387928,440.99730214231624,1.7314228807894585,1.3,40.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.3,40.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.3,40.0
40.0,-0.45037516366808233,-1.2496990696152177,2.1863967728845815,1.3,40.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.3333333333333333,41.0
10.0,759.9943672010909,440.9965359004528,1.7314443944286284,1.3333333333333333,41.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.3333333333333333,41.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.3333333333333333,41.0
40.0,-0.45037516366808233,-1.2496990696152177,2.1863967728845815,1.3333333333333333,41.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.3666666666666667,42.0
10.0,759.9943309532329,440.9964427598512,1.7314460307342785,1.3666666666666667,42.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.3666666666666667,42.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.3666666666666667,42.0
40.0,-0.45037516366808233,-1.2496990696152177,2.1863967728845815,1.3666666666666667,42.0
0.0,-0.4097719338836176,-0.8280703230630986,1.731437158784521,1.4,43.0
10.0,759.9942174497485,440.9965025381923,1.7314432651910165,1.4,43.0
20.0,-0.7095318090422668,-0.9342557395934432,2.119914769824902,1.4,43.0
30.0,-0.7262645678904612,-1.258836000292624,2.2315677463918173,1.4,43.0
40.0,-0.45037516366808233,-1.2496990696152177,2.1863967728845815,1.4,43.0
